34.0719822,-118.3986463
34.0720581,-118.3983582
34.0720581,-118.3983582
34.0720590,-118.3979983
34.0720590,-118.3979983
34.0720605,-118.3973975
34.0720605,-118.3973975
34.0706923,-118.3973961
34.0706923,-118.3973961
34.0705995,-118.3975194
34.0705995,-118.3975194
34.0702644,-118.3980071
34.0702644,-118.3980071
34.0699116,-118.3985205
34.0699116,-118.3985205
34.0698428,-118.3986106
34.0698428,-118.3986106
34.0695636,-118.3990163
34.0695636,-118.3990163
34.0692223,-118.3995118
34.0692223,-118.3995118
34.0688682,-118.4000261
34.0688682,-118.4000261
34.0685124,-118.4005326
34.0685124,-118.4005326
34.0681551,-118.4010618
34.0681551,-118.4010618
34.0678204,-118.4015479
34.0678204,-118.4015479
34.0677749,-118.4016140
34.0677749,-118.4016140
34.0691764,-118.4030084
34.0691764,-118.4030084
34.0688461,-118.4034893
34.0688461,-118.4034893
34.0685097,-118.4039792
34.0685097,-118.4039792
34.0681670,-118.4044785
34.0681670,-118.4044785
34.0678208,-118.4049828
34.0678208,-118.4049828
34.0692199,-118.4063700
34.0692199,-118.4063700
34.0688725,-118.4068761
34.0688725,-118.4068761
34.0685293,-118.4073762
34.0685293,-118.4073762
34.0682618,-118.4077613
34.0682618,-118.4077613
34.0681813,-118.4078832
34.0681813,-118.4078832
34.0680195,-118.4081169
34.0680195,-118.4081169
34.0678408,-118.4083785
34.0678408,-118.4083785
34.0674503,-118.4089429
34.0674503,-118.4089429
34.0670640,-118.4095112
34.0670640,-118.4095112
34.0670663,-118.4103734
34.0670663,-118.4103734
34.0666243,-118.4110138
34.0666243,-118.4110138
34.0650887,-118.4132388
34.0650887,-118.4132388
34.0643576,-118.4143329
34.0643576,-118.4143329
34.0637919,-118.4151716
34.0637919,-118.4151716
34.0636217,-118.4154071
34.0636217,-118.4154071
34.0632169,-118.4159591
34.0632169,-118.4159591
34.0629404,-118.4163510
34.0629404,-118.4163510
34.0628349,-118.4165197
34.0628349,-118.4165197
34.0616195,-118.4182802
34.0616195,-118.4182802
34.0611612,-118.4188304
34.0611612,-118.4188304
34.0608763,-118.4192216
34.0608763,-118.4192216
34.0608214,-118.4195360
34.0608214,-118.4195360
34.0606770,-118.4197828
34.0606770,-118.4197828
34.0610195,-118.4200115
34.0610195,-118.4200115
34.0622090,-118.4208120
34.0622090,-118.4208120
34.0616579,-118.4216045
34.0616579,-118.4216045
34.0611277,-118.4223669
34.0611277,-118.4223669
34.0610718,-118.4224473
34.0610718,-118.4224473
34.0618924,-118.4230107
34.0618924,-118.4230107
34.0620090,-118.4235120
34.0620090,-118.4235120
34.0615949,-118.4243591
34.0615949,-118.4243591
34.0611556,-118.4252074
34.0611556,-118.4252074
34.0619914,-118.4259251
34.0619914,-118.4259251
34.0622090,-118.4261120
34.0622090,-118.4261120
34.0618854,-118.4265638
34.0618854,-118.4265638
34.0615751,-118.4272588
34.0615751,-118.4272588
34.0612910,-118.4280138
34.0612910,-118.4280138
34.0608925,-118.4289839
34.0608925,-118.4289839
34.0604854,-118.4299526
34.0604854,-118.4299526
34.0596796,-118.4311551
34.0596796,-118.4311551
34.0587792,-118.4324580
34.0587792,-118.4324580
34.0585132,-118.4328356
34.0585132,-118.4328356
34.0580090,-118.4351120
34.0580090,-118.4351120
34.0576545,-118.4369394
34.0576545,-118.4369394
34.0573347,-118.4379974
34.0573347,-118.4379974
34.0569916,-118.4391861
